income,age,kidhome,teenhome,marital_divorced,marital_married,marital_single,marital_together,marital_widow,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,mnt_regular_prods,num_web_purchases,num_catalog_purchases,num_store_purchases,accepted_cmp1,accepted_cmp2,accepted_cmp3,accepted_cmp4,accepted_cmp5
-34704,54,NA,1,0,0,1,0,0,29,0,5,0,1,5,30,1,0,3,0,0,0,0,0
-21255,46,1,0,0,0,0,1,0,29,0,25,2,2,3,55,2,1,4,0,0,0,0,0
-53843,55,0,1,0,1,0,0,0,378,0,88,19,4,73,416,8,5,3,0,0,0,0,0
-69263,55,0,1,0,0,1,0,0,492,5,32,13,5,21,526,9,1,7,0,0,0,1,0
-38415,42,1,1,0,1,0,0,0,22,1,13,4,0,4,36,1,0,3,0,0,0,0,0
-62820,66,0,0,0,1,0,0,0,398,61,265,138,61,53,870,3,4,6,0,0,0,0,0
-42014,43,1,0,0,1,0,0,0,244,15,108,4,15,50,336,7,1,6,0,0,0,0,0
-71391,64,0,1,0,1,0,0,0,336,123,274,46,123,141,761,6,5,12,0,0,0,0,0
-24401,41,0,0,0,0,0,1,0,73,28,217,10,24,115,237,6,1,6,0,0,0,0,0
-16813,70,0,0,0,0,1,0,0,4,8,11,12,2,13,24,2,0,3,0,0,1,0,0
-53374,51,0,1,0,0,0,1,0,896,10,101,13,10,34,996,4,2,9,0,0,1,0,0
-58116,64,0,1,0,1,0,0,0,228,19,130,4,11,51,341,3,3,8,0,0,0,0,0
-61331,62,1,1,0,0,1,0,0,534,5,47,0,5,41,550,11,1,6,0,0,0,0,0
-19346,46,1,0,1,0,0,0,0,2,0,9,3,6,2,18,1,0,3,0,0,0,0,0
-82800,74,0,0,0,0,1,0,0,1006,22,115,59,68,45,1225,7,6,12,1,0,0,0,1
-70951,35,0,0,0,1,0,0,0,239,10,554,254,87,54,1090,3,4,9,0,0,0,0,0
-53378,57,1,1,0,1,0,0,0,489,6,152,8,6,132,529,9,4,6,0,0,0,0,0
-30983,57,0,0,0,0,1,0,0,51,4,50,12,1,49,69,4,0,3,0,0,0,0,0
-65333,47,0,1,0,0,1,0,0,654,7,92,0,15,30,738,9,4,8,0,0,0,1,1
-82017,63,0,0,0,1,0,0,0,184,23,446,30,23,23,683,5,4,7,1,0,0,1,1
-82170,42,0,0,0,1,0,0,0,1023,93,651,49,55,37,1834,5,6,7,0,0,0,0,0
-22804,49,1,0,0,0,1,0,0,14,1,7,2,1,1,24,2,0,2,0,0,0,0,0
-38513,38,1,0,0,0,1,0,0,172,3,115,16,0,18,288,6,1,5,0,0,0,0,0
-40794,45,0,1,0,1,0,0,0,261,23,73,4,23,50,334,6,3,5,0,0,0,0,0
-19414,39,1,0,0,0,0,1,0,2,3,12,3,5,7,18,1,0,3,0,0,0,0,0
-31160,45,1,0,0,0,1,0,0,16,3,25,6,1,13,38,2,0,3,0,0,0,0,0
-32557,53,1,0,0,0,1,0,0,34,3,29,0,4,10,60,2,1,3,0,0,0,0,0
-56067,58,0,1,0,0,0,1,0,517,12,54,16,6,120,485,7,4,7,0,0,0,0,0
-59247,58,0,2,0,0,1,0,0,327,9,122,19,14,83,408,5,2,9,0,0,0,0,0
-92491,37,0,0,0,1,0,0,0,979,44,935,29,25,22,1990,7,5,12,1,0,0,1,1
-18169,35,1,0,0,1,0,0,0,9,0,5,0,0,7,7,1,0,2,0,0,0,0,0
-42386,34,1,0,0,0,0,1,0,65,4,16,0,4,11,78,3,0,3,0,0,0,0,0
-33590,46,2,1,0,0,0,1,0,4,0,2,0,0,2,4,1,0,2,0,0,0,0,0
-29548,50,1,0,0,0,1,0,0,7,1,6,3,1,11,7,1,1,2,0,0,1,0,0
-37760,74,0,0,0,0,0,1,0,84,5,38,150,12,28,261,4,1,6,0,0,0,0,0
-50388,63,0,1,0,0,1,0,0,292,6,37,0,3,34,304,6,1,6,1,0,0,1,0
-55158,50,1,1,0,1,0,0,0,293,0,87,4,11,23,372,7,2,5,0,0,0,0,0
-32414,36,0,0,0,0,0,1,0,20,6,5,0,9,12,28,1,0,3,0,0,1,0,0
-18690,61,0,0,0,1,0,0,0,6,1,7,23,4,19,22,1,1,2,0,0,0,0,0
-29440,60,1,1,0,1,0,0,0,17,8,14,10,4,3,50,1,0,4,0,0,0,0,0
-88420,31,0,0,0,0,0,1,0,957,153,612,99,95,153,1763,4,7,8,1,0,1,0,1
-60544,59,1,1,0,1,0,0,0,201,2,43,3,5,35,219,5,1,5,0,0,0,0,0
-32644,47,1,0,0,1,0,0,0,239,3,141,0,7,23,367,7,1,6,0,0,1,0,0
-80872,69,0,0,0,0,1,0,0,483,72,567,94,12,108,1120,4,4,10,0,0,0,0,0
-46015,65,1,1,0,0,0,1,0,38,0,2,0,0,6,34,1,0,3,0,1,1,0,0
-96876,43,0,0,0,0,0,1,0,908,43,735,40,194,21,1899,7,7,9,1,0,0,1,1
-56850,49,0,1,0,1,0,0,0,34,1,19,2,7,0,63,1,1,3,0,0,0,0,0
-53204,44,1,1,0,1,0,0,0,29,0,8,2,0,6,33,1,0,3,0,0,0,0,0
-42710,36,1,0,0,0,1,0,0,252,3,42,4,3,102,202,4,5,3,0,0,0,0,0
-30992,44,1,0,1,0,0,0,0,17,0,14,7,3,2,39,1,0,3,0,0,0,0,0
-83715,58,0,0,0,1,0,0,0,318,8,407,150,35,8,910,2,8,13,0,0,0,0,0
-54809,43,1,1,0,1,0,0,0,63,6,57,13,13,22,130,2,1,5,0,0,0,0,0
-80695,57,0,0,0,0,1,0,0,557,129,984,193,37,18,1882,5,8,5,0,0,0,0,0
-28691,31,1,0,0,1,0,0,0,5,4,13,8,0,4,26,1,0,3,0,0,0,0,0
-42387,31,1,0,0,1,0,0,0,235,0,235,19,4,191,302,8,1,7,0,0,0,0,0
-57100,47,0,0,0,0,0,1,0,181,21,69,39,3,96,217,3,3,6,0,0,0,0,0
-41728,52,1,0,0,0,0,1,0,13,6,15,3,5,13,29,2,0,2,0,0,0,0,0
-38361,51,1,0,0,0,0,1,0,39,0,56,20,8,14,109,3,1,3,0,0,0,0,0
-83151,48,0,0,0,1,0,0,0,968,147,842,137,42,210,1926,5,7,10,1,0,1,0,1
-46891,55,0,1,0,1,0,0,0,43,12,23,29,15,61,61,2,1,4,0,0,0,0,0
-54466,47,1,1,0,0,1,0,0,12,0,4,0,0,0,16,1,0,2,0,0,0,0,0
-33419,58,0,1,0,0,1,0,0,56,0,12,0,0,18,50,2,0,4,0,0,0,0,0
-52195,42,2,1,0,0,1,0,0,12,0,4,0,0,1,15,1,0,2,0,0,0,0,0
-46053,48,1,0,0,0,0,1,0,56,10,92,19,7,25,159,3,2,4,0,0,0,0,0
-78394,34,0,0,0,0,0,1,0,298,27,697,216,24,166,1096,4,6,5,0,0,0,0,0
-46423,48,1,1,0,0,1,0,0,68,0,16,0,0,8,76,2,0,4,0,0,0,0,0
-71847,42,0,0,1,0,0,0,0,737,21,106,55,63,210,772,6,7,9,1,0,0,0,0
-77437,57,0,0,0,1,0,0,0,560,21,442,29,44,29,1067,4,5,13,0,0,0,0,1
-15056,62,1,1,0,0,1,0,0,6,12,3,21,6,40,8,2,2,3,0,0,0,0,0
-81300,57,0,1,0,1,0,0,0,1004,12,145,32,12,36,1169,10,3,5,1,0,0,0,0
-78618,63,0,0,0,1,0,0,0,736,163,818,212,163,61,2031,4,7,10,0,0,0,1,0
-38946,65,0,1,0,0,0,1,0,116,6,82,6,6,41,175,3,1,6,0,0,0,0,0
-48794,67,1,1,0,0,0,1,0,25,0,11,3,0,15,24,1,0,3,0,0,0,0,0
-86037,29,0,0,0,0,1,0,0,490,44,125,29,20,22,686,6,7,11,0,0,0,1,1
-10979,31,0,0,1,0,0,0,0,8,4,10,2,2,4,22,3,0,3,0,0,0,0,0
-74538,49,0,0,0,0,0,1,0,380,98,733,110,112,28,1405,8,8,5,0,0,0,0,1
-44802,50,0,0,0,0,1,0,0,853,10,143,13,10,20,1009,9,4,12,0,0,0,0,0
-80763,70,0,0,0,1,0,0,0,674,168,108,192,42,231,953,5,11,6,1,0,0,0,1
-55375,43,0,1,0,0,0,1,0,42,11,57,10,28,14,134,1,1,6,0,0,0,0,0
-14849,44,1,0,1,0,0,0,0,21,2,28,3,2,9,47,2,0,4,0,0,0,0,0
-62807,60,0,1,0,0,0,1,0,526,28,135,10,21,99,621,5,3,12,0,0,0,0,0
-30477,36,1,0,0,1,0,0,0,47,1,6,0,0,12,42,1,1,3,0,0,0,0,0
-24594,41,1,0,0,0,0,1,0,1,3,6,10,0,9,11,1,0,3,0,0,0,0,0
-48186,46,1,0,0,0,0,1,0,97,3,66,12,7,34,151,4,1,4,0,0,0,0,0
-83891,46,0,1,0,1,0,0,0,217,38,350,111,85,15,786,4,7,10,0,0,0,0,0
-40737,63,2,1,0,0,1,0,0,11,0,4,0,0,2,13,1,0,2,0,0,0,0,0
-30630,55,1,1,1,0,0,0,0,27,1,12,2,0,10,32,2,0,3,0,0,0,0,0
-71626,41,0,0,0,1,0,0,0,546,72,376,94,145,72,1161,5,5,8,0,0,0,1,0
-61618,29,0,0,0,0,1,0,0,605,91,399,0,45,205,935,3,6,8,0,NA,0,0,0
-58646,58,0,1,0,1,0,0,0,62,1,44,6,5,22,96,2,1,4,0,0,0,0,0
-14796,36,1,0,0,1,0,0,0,13,3,8,7,4,16,19,1,0,3,0,0,0,0,0
-14918,57,0,1,0,0,0,1,0,3,3,3,15,4,15,13,1,0,3,0,0,0,0,0
-61223,53,0,1,0,1,0,0,0,709,43,182,42,118,247,847,9,3,4,0,0,0,0,0
-59235,53,1,0,0,0,1,0,0,448,40,469,80,0,91,946,11,2,12,0,0,0,0,0
-60432,47,0,1,0,1,0,0,0,365,3,15,4,3,11,379,7,2,5,0,0,0,0,0
-63246,53,0,2,0,1,0,0,0,593,30,91,29,22,7,758,6,3,12,0,0,0,0,0
-42231,51,1,1,0,1,0,0,0,24,0,8,0,1,4,29,1,0,3,0,0,0,0,0
-70886,49,1,0,0,1,0,0,0,407,70,239,103,88,53,854,5,4,4,0,0,0,0,0
-42835,49,1,1,1,0,0,0,0,379,4,93,12,9,98,399,6,6,4,0,0,0,0,0
-46772,45,0,1,0,0,0,1,0,350,104,189,197,151,57,934,11,8,5,0,0,1,0,0
-102692,46,0,0,1,0,0,0,0,168,148,444,32,172,148,816,6,9,13,1,1,0,1,1
-73454,33,0,0,0,0,1,0,0,982,73,351,56,14,175,1301,2,4,6,0,0,1,0,0
-46463,49,1,1,0,1,0,0,0,163,2,40,8,11,11,213,3,1,6,0,0,0,0,0
-57072,59,0,1,0,1,0,0,0,944,0,60,0,0,30,974,7,5,13,0,0,1,0,0
-67546,32,0,0,0,1,0,0,0,864,134,768,150,38,172,1782,4,10,5,0,0,0,0,0
-70596,35,0,0,0,0,1,0,0,347,44,534,17,0,26,916,3,5,12,0,0,0,0,0
-93404,66,1,2,0,1,0,0,0,1279,15,287,20,0,15,1586,3,4,7,0,0,0,1,1
-84906,48,0,0,0,0,0,1,0,997,15,414,99,30,76,1479,5,6,12,0,1,0,1,1
-11012,36,1,0,0,0,1,0,0,24,3,26,7,1,23,38,3,1,2,0,0,1,0,0
-39146,34,1,0,0,0,1,0,0,94,1,33,13,12,12,141,4,0,4,0,0,0,0,0
-14906,34,0,0,0,0,1,0,0,7,7,14,7,16,15,36,2,1,3,0,0,0,0,0
-41124,43,1,0,0,1,0,0,0,281,7,84,15,0,119,268,7,3,4,0,0,0,0,0
-35196,36,1,0,0,0,0,1,0,75,12,141,43,39,187,123,6,1,5,0,0,0,0,0
-52278,57,0,1,0,0,0,0,1,953,0,71,0,0,174,850,10,5,10,0,0,0,0,0
-29009,39,1,0,0,1,0,0,0,6,6,15,10,5,2,40,2,0,3,0,0,0,0,0
-60585,49,1,1,0,1,0,0,0,267,42,309,55,42,21,694,7,4,9,0,0,0,0,0
-66565,58,0,1,0,0,1,0,0,747,10,161,65,40,42,981,4,2,9,0,0,0,0,0
-22304,64,0,0,1,0,0,0,0,3,2,7,0,4,2,14,1,0,2,0,0,0,0,0
-37368,45,1,0,0,1,0,0,0,3,2,11,2,2,10,10,1,0,2,0,0,1,0,0
-41021,51,1,0,0,0,0,1,0,14,7,9,6,16,12,40,2,0,3,0,0,0,0,0
-23626,50,1,0,0,1,0,0,0,27,2,14,0,0,0,43,3,1,3,0,0,0,0,0
-75127,68,0,0,0,0,1,0,0,203,35,305,46,17,227,379,2,11,5,0,0,0,0,0
-71322,44,0,1,0,0,0,1,0,121,24,124,24,15,42,266,4,1,7,0,0,0,0,0
-45068,46,0,1,0,0,0,1,0,14,0,3,0,0,3,14,1,0,2,0,0,0,0,0
-33402,68,1,1,0,0,0,1,0,26,2,19,10,5,8,54,2,1,3,0,0,0,0,0
-38452,65,1,1,0,1,0,0,0,56,0,14,0,0,2,68,3,0,3,0,0,0,0,0
-41580,42,1,1,0,0,0,1,0,56,5,24,4,0,3,86,2,1,3,0,0,0,0,0
-85485,62,0,0,0,0,1,0,0,630,26,611,44,18,54,1275,6,6,6,0,0,0,0,0
-41443,43,1,0,0,1,0,0,0,171,7,171,25,19,89,304,8,1,5,0,0,0,0,0
-59821,65,0,1,0,1,0,0,0,629,0,70,0,0,35,664,11,2,7,0,0,0,0,0
-54162,42,1,1,0,0,0,0,1,5,6,10,6,5,10,22,1,0,3,0,0,0,0,0
-34529,44,1,0,0,1,0,0,0,68,6,38,3,6,41,80,2,2,3,0,0,0,0,0
-51012,74,0,0,0,1,0,0,0,102,9,63,2,9,24,161,4,1,4,0,0,0,0,0
-83151,60,0,0,0,0,0,1,0,407,28,100,120,74,18,711,5,9,4,0,0,0,0,0
-69142,68,0,1,1,0,0,0,0,448,4,34,6,4,39,457,8,1,7,0,0,0,1,0
-38887,48,1,0,0,0,0,1,0,25,1,13,0,0,3,36,1,0,3,0,0,0,0,0
-38285,61,2,1,0,0,0,1,0,2,0,5,2,0,1,8,0,0,3,0,0,0,0,0
-57867,42,1,0,0,0,0,1,0,344,35,178,15,23,17,578,7,2,9,0,0,0,0,0
-50943,64,0,1,0,0,0,1,0,31,0,7,2,0,6,34,1,0,3,0,0,0,0,0
-42000,33,0,0,0,0,1,0,0,124,83,267,85,59,35,583,5,2,11,0,0,0,0,0
-67225,65,0,1,0,1,0,0,0,315,35,322,46,7,143,582,7,2,11,0,0,0,0,0
-49681,44,0,2,0,1,0,0,0,411,0,26,0,0,21,416,7,1,7,0,0,0,0,0
-38946,65,0,1,0,0,0,1,0,116,6,82,6,6,41,175,3,1,6,0,0,0,0,0
-22804,49,1,0,0,0,1,0,0,14,1,7,2,1,1,24,2,0,2,0,0,0,0,0
-27469,73,0,0,0,1,0,0,0,9,1,2,3,2,0,17,0,0,3,0,0,0,0,0
-71853,38,0,0,0,0,0,1,0,358,108,413,141,97,32,1085,2,8,6,0,0,0,0,0
-67716,60,0,1,0,1,0,0,0,530,142,217,62,9,56,904,7,4,13,0,0,0,1,0
-7500,45,1,0,0,1,0,0,0,3,1,10,3,2,12,7,2,0,3,0,0,0,0,0
-84219,32,0,0,0,1,0,0,0,434,137,400,45,137,45,1108,3,4,10,0,0,0,0,0
-40049,68,0,1,0,0,0,0,1,13,6,7,0,3,3,26,1,0,3,0,0,0,0,0
-25293,51,1,0,0,1,0,0,0,15,0,11,0,2,9,19,1,1,2,0,0,0,0,0
-28764,54,1,1,0,0,0,1,0,8,0,3,0,0,1,10,1,0,2,0,0,1,0,0
-52845,47,1,0,0,1,0,0,0,384,25,292,130,41,64,808,8,8,6,0,0,1,0,0
-59292,70,0,1,0,0,0,1,0,378,14,68,19,14,14,479,3,5,8,0,0,0,0,0
-64722,49,1,0,0,1,0,0,0,303,0,280,60,147,15,775,8,2,11,0,0,0,0,0
-73450,38,0,0,0,0,0,1,0,1142,51,415,90,69,37,1730,7,8,11,1,0,1,0,0
-98777,60,0,0,0,0,1,0,0,1000,19,711,125,115,38,1932,4,6,9,0,0,0,1,0
-72258,49,0,1,0,0,1,0,0,522,0,522,227,120,134,1257,6,9,5,0,0,0,0,0
-54132,51,0,1,0,0,0,1,0,30,1,8,0,0,3,36,1,0,3,0,0,0,0,0
-30828,40,1,0,0,0,1,0,0,16,11,15,2,0,12,32,1,1,4,0,0,0,0,0
-30279,31,1,0,0,0,1,0,0,10,4,14,4,4,1,35,1,0,3,0,0,0,0,0
-51876,62,0,0,0,1,0,0,0,99,27,102,28,48,6,298,2,2,8,0,0,0,0,0
-51012,74,0,0,0,1,0,0,0,102,9,63,2,9,24,161,4,1,4,0,0,0,0,0
-83145,46,0,0,0,0,0,1,0,777,35,731,39,137,114,1605,5,9,11,0,0,0,0,1
-74985,43,0,0,0,1,0,0,0,587,51,898,247,0,86,1697,3,6,7,0,0,0,0,0
-48195,64,1,1,0,1,0,0,0,106,27,68,52,7,5,255,4,2,5,0,0,0,0,0
-58597,44,1,1,0,1,0,0,0,490,0,184,10,28,21,691,7,4,9,0,0,0,0,0
-46923,33,1,0,0,0,1,0,0,85,44,54,102,78,6,357,5,1,7,0,0,0,0,0
-40321,48,1,1,0,1,0,0,0,44,4,21,6,0,27,48,3,0,3,0,0,0,0,0
-75922,52,0,0,0,0,1,0,0,265,138,553,224,23,92,1111,4,4,9,0,0,0,0,0
-77845,31,0,0,0,0,0,1,0,760,40,480,0,40,26,1294,3,5,12,1,0,0,0,1
-23559,47,1,0,0,1,0,0,0,25,5,19,7,0,23,33,3,0,3,0,0,0,0,0
-75484,44,0,1,0,0,0,1,0,378,97,259,197,194,34,1091,7,3,6,0,0,0,0,0
-32632,57,0,0,0,1,0,0,0,63,151,137,153,19,53,470,4,4,8,0,0,0,0,0
-41967,39,1,1,0,0,1,0,0,23,4,10,0,2,15,24,1,0,3,0,0,0,0,0
-49980,57,0,1,0,0,1,0,0,104,1,54,13,9,14,167,3,1,5,0,0,0,0,0
-59412,69,0,0,0,1,0,0,0,90,67,165,30,43,11,384,4,2,8,0,0,0,0,0
-41452,67,1,1,0,0,0,1,0,13,0,3,0,0,0,16,1,0,2,0,0,0,0,0
-45072,72,1,2,1,0,0,0,0,144,2,NA,7,2,30,224,6,1,4,0,0,0,0,0
-50870,68,0,1,0,1,0,0,0,53,0,8,0,0,2,59,2,0,3,0,0,0,0,0
-37697,44,1,0,0,0,1,0,0,34,6,21,11,4,8,68,2,1,3,0,0,0,0,0
-88097,42,1,0,0,1,0,0,0,163,0,480,0,126,75,694,6,5,8,1,0,0,1,1
-20193,29,0,0,0,0,0,1,0,8,8,22,24,11,9,64,1,1,4,0,0,0,0,0
-62845,71,1,1,0,1,0,0,0,1099,0,45,0,0,34,1110,3,4,10,0,0,0,1,0
-21888,34,1,0,0,0,1,0,0,88,10,46,2,3,64,85,5,1,2,0,0,0,0,0
-50523,60,1,1,0,0,0,1,0,51,4,24,4,7,1,89,2,0,4,0,0,0,0,0
-33564,54,0,1,0,0,0,1,0,61,0,3,0,0,7,57,1,1,3,0,0,0,0,0
-88194,41,0,1,0,0,1,0,0,688,14,309,201,24,38,1198,11,10,10,1,0,1,0,0
-71367,61,0,0,0,0,0,1,0,227,23,389,42,21,75,627,4,5,7,0,0,0,0,0
-46231,67,2,1,0,0,1,0,0,189,2,55,0,5,12,239,6,1,4,0,0,0,0,0
-23539,63,0,0,0,1,0,0,0,4,24,11,16,1,25,31,2,0,4,0,0,0,0,0
-63342,59,0,1,0,0,0,1,0,918,21,118,13,10,21,1059,8,3,5,0,0,0,1,0
-55761,56,0,1,0,0,0,1,0,136,1,12,0,3,32,120,4,1,3,0,0,0,1,0
-62220,48,0,1,0,0,0,1,0,799,12,375,16,12,12,1202,7,6,5,0,0,0,0,0
-83528,28,0,0,0,0,1,0,0,530,117,678,134,44,147,1356,4,10,8,1,0,1,0,0
-75114,28,0,0,0,0,0,1,0,571,12,523,63,60,24,1205,3,10,5,0,0,0,0,0
-34596,46,1,0,0,1,0,0,0,14,0,2,0,0,7,9,1,0,2,0,0,0,0,0
-89120,61,0,0,0,0,0,1,0,1168,92,408,72,129,55,1814,5,6,7,0,0,0,0,1
-33039,42,1,0,0,1,0,0,0,30,8,12,8,8,12,54,2,0,4,0,0,0,0,0
-61250,61,0,1,1,0,0,0,0,382,138,65,60,26,59,612,5,2,12,0,0,0,0,0
-22419,57,0,0,0,1,0,0,0,30,3,47,19,21,42,78,3,2,2,0,0,0,0,0
-6835,63,0,1,0,0,0,1,0,107,2,12,2,2,12,113,0,0,1,0,0,0,0,0
-31535,40,1,0,0,1,0,0,0,15,4,13,0,0,19,13,1,1,2,0,0,1,0,0
-63777,41,1,1,0,1,0,0,0,457,5,106,15,17,53,547,11,1,6,0,0,0,0,0
-36130,66,0,1,0,0,1,0,0,157,43,127,68,56,37,414,3,8,4,0,0,1,0,0
-10245,49,1,0,0,0,1,0,0,4,7,7,6,4,13,15,1,2,2,0,0,0,0,0
-57811,54,0,1,0,0,0,1,0,545,7,114,37,21,78,646,7,2,11,0,0,0,1,0
-27215,59,2,1,1,0,0,0,0,30,5,22,8,9,28,46,2,1,4,0,0,0,0,0
-69063,54,0,1,0,1,0,0,0,666,35,124,69,8,26,876,5,3,5,0,0,0,0,0
-49967,62,0,1,0,0,1,0,0,212,6,69,4,12,3,300,6,1,5,0,0,0,0,0
-81217,31,0,0,0,0,1,0,0,493,70,324,146,40,84,989,3,7,11,0,0,0,0,0
-58398,67,0,0,0,0,0,1,0,299,5,201,21,21,49,498,5,4,8,0,0,0,0,0
-68281,62,0,0,0,0,1,0,0,995,112,417,42,48,41,1573,2,9,13,0,0,0,0,0
-93790,50,0,0,0,0,1,0,0,1302,68,731,89,114,45,2259,6,7,12,1,0,0,1,1
-71434,58,0,1,0,1,0,0,0,711,NA,217,172,96,168,1064,7,4,7,1,0,0,1,0
-70617,50,0,0,0,1,0,0,0,353,61,753,40,46,27,1226,3,3,7,0,NA,0,0,0
-18227,33,1,0,0,0,0,1,0,1,2,7,4,3,11,6,0,1,2,0,0,0,0,0
-63684,50,0,1,0,1,0,0,0,575,80,428,208,93,80,1304,8,4,8,0,0,0,0,0
-54693,58,0,1,0,1,0,0,0,686,17,142,23,26,35,859,6,4,13,0,0,0,0,0
-54006,35,1,0,0,0,0,1,0,174,77,203,6,24,97,387,8,1,7,0,0,0,0,0
-36921,55,1,1,1,0,0,0,0,17,1,12,3,1,4,30,2,0,3,0,0,0,0,0
-44964,40,1,1,0,0,0,1,0,19,1,17,2,0,2,37,1,0,3,0,0,0,0,0
-72968,57,0,0,1,0,0,0,0,1092,37,592,145,37,55,1848,5,5,8,1,0,0,0,0
-48918,57,1,1,0,0,1,0,0,52,0,9,0,0,1,60,1,0,4,0,0,0,0,0
-33378,57,1,1,1,0,0,0,0,33,6,40,3,7,10,79,2,0,4,0,0,0,0,0
-32300,47,1,NA,0,1,0,0,0,13,3,6,6,5,6,27,1,0,3,0,0,0,0,0
-22507,66,0,0,0,0,1,0,0,68,0,226,51,157,68,434,10,2,4,0,0,0,0,0
-61416,38,0,0,0,0,0,1,0,848,154,323,201,61,78,1509,10,3,10,0,0,1,0,0
-60544,59,1,1,0,1,0,0,0,201,2,43,3,5,NA,219,5,1,5,0,0,0,0,0
-45143,55,0,1,0,0,0,1,0,202,5,74,11,5,14,283,6,1,5,0,0,0,0,0
-28587,42,1,0,0,0,0,1,0,22,4,17,12,10,13,52,2,0,4,0,0,0,0,0
-36283,44,1,1,0,0,0,1,0,6,5,5,8,0,5,19,1,0,3,0,0,0,0,0
-33812,35,1,0,0,0,1,0,0,4,17,19,30,24,39,55,2,1,3,0,0,0,0,0
-80427,45,0,1,0,1,0,0,0,1149,71,449,69,71,26,1783,11,8,8,0,0,0,0,0
-57036,45,0,1,0,1,0,0,0,1171,43,219,19,14,47,1419,6,3,13,0,0,1,0,0
-27213,48,1,0,0,0,1,0,0,19,3,26,10,9,3,64,2,0,4,0,0,0,0,0
-41986,42,0,1,1,0,0,0,0,27,5,8,8,3,12,39,3,0,4,0,0,0,0,0
-77297,63,0,0,1,0,0,0,0,408,61,109,48,122,41,707,5,7,9,1,0,0,0,0
-62847,75,0,0,0,0,0,1,0,521,168,706,80,76,61,1490,3,6,4,0,0,0,0,0
-13533,41,1,0,1,0,0,0,0,12,3,8,8,0,17,14,2,0,3,0,0,0,0,0
-31158,35,1,0,0,1,0,0,0,25,6,16,20,0,5,62,2,0,3,0,0,0,0,0
-73170,45,0,0,0,0,1,0,0,184,174,256,50,30,32,662,5,4,6,0,0,0,0,0
-44124,74,0,1,0,0,0,1,0,284,0,55,0,6,52,293,6,2,5,0,0,0,0,0
-79205,45,0,0,0,1,0,0,0,504,23,117,179,28,44,807,6,5,4,1,0,0,0,0
-102160,43,0,0,0,0,0,1,0,763,29,138,76,176,58,1124,7,9,10,1,0,0,1,1
-66303,49,0,1,0,1,0,0,0,1090,12,96,16,12,60,1166,3,4,11,0,0,0,1,0
-7500,34,1,0,0,1,0,0,0,1,11,5,4,6,9,18,2,0,3,0,0,0,0,0
-48877,54,0,1,1,0,0,0,0,102,1,15,2,0,24,96,3,0,4,0,0,0,0,0
-69755,75,0,0,0,1,0,0,0,217,77,373,111,23,93,708,3,6,12,0,0,0,0,0
-69283,45,0,1,0,1,0,0,0,674,62,134,0,26,8,888,7,3,13,0,0,0,0,0
-62820,66,0,0,0,1,0,0,0,398,61,265,138,61,53,870,3,4,6,0,0,0,0,0
-59809,44,0,2,0,1,0,0,0,598,16,141,32,41,49,779,3,3,6,0,0,0,0,0
-53312,69,0,0,0,1,0,0,0,241,0,12,0,0,25,228,5,1,5,0,0,0,0,0
-73356,36,0,0,0,1,0,0,0,1050,14,322,0,14,112,1288,5,11,5,1,0,1,0,1
-66731,50,0,1,0,0,0,0,1,371,159,194,58,106,141,747,4,3,6,0,0,0,0,0
-72967,50,0,1,1,0,0,0,0,158,35,179,0,0,125,247,7,2,8,0,0,1,0,0
-18929,30,0,0,0,1,0,0,0,32,NA,8,23,4,18,49,1,0,4,0,0,0,0,0
-35860,47,1,1,1,0,0,0,0,15,0,8,4,2,20,9,1,1,2,0,0,1,0,0
-22108,43,1,1,0,1,0,0,0,5,3,9,6,2,6,19,2,0,3,0,0,0,0,0
-37284,45,1,1,0,1,0,0,0,11,1,2,2,1,6,11,0,0,3,0,0,0,0,0
-44794,54,0,1,0,1,0,0,0,54,0,7,0,0,4,57,2,0,3,0,0,0,0,0
-42081,38,1,0,0,1,0,0,0,175,10,110,54,6,27,328,6,3,4,0,0,1,0,0
-54165,51,0,0,0,0,0,1,0,127,4,73,15,6,11,214,2,1,7,0,0,0,0,0
-40521,52,1,1,0,0,0,1,0,12,0,5,0,0,4,13,0,1,2,0,0,0,0,0
-43269,48,1,0,0,1,0,0,0,10,1,7,0,0,1,17,1,0,2,0,0,0,0,0
-31385,36,1,0,0,0,1,0,0,3,2,12,0,1,9,9,1,0,2,0,0,1,0,0
-72967,50,0,1,1,0,0,0,0,158,35,179,0,0,125,247,7,2,8,0,0,NA,0,0
-35791,55,2,1,0,0,1,0,0,27,0,5,0,0,3,29,1,0,3,0,0,0,0,0
-24645,32,1,0,0,1,0,0,0,5,3,4,4,1,0,17,1,0,2,0,0,0,0,0
-64857,64,0,0,0,0,1,0,0,556,14,717,210,0,43,1454,7,5,10,0,0,0,0,0
-72570,36,0,0,0,1,0,0,0,274,83,216,151,141,224,641,4,6,12,0,0,0,0,0
-73691,49,0,1,0,1,0,0,0,707,21,250,85,43,73,1033,6,2,8,0,0,1,0,0
-40344,46,0,1,0,1,0,0,0,210,0,6,0,0,2,214,4,1,5,0,0,0,0,0
-70300,45,1,0,1,0,0,0,0,1045,61,338,60,46,46,1504,5,5,13,0,0,0,0,0
